year,title,romanised_title,aka,publishers,year_release,region,platform,rating,consumer_advice,more_info
2018,THE CREW 2,THE CREW 2,na,UBISOFT,2018,ASIA,"Sony Playstation 4,Xbox One",General,na,na
2018,NBA 2K19,NBA 2K19,na,TAKE TWO ASIA PTE LTD/2K SPORTS/VISUAL CONCEPTS,2018,ASIA,"Nintendo Switch,PC,Sony Playstation 4,Xbox One",General,na,na
2018,F1 2018,F1 2018,F1 2018 HEADLINE EDITION,UBISOFT,2018,ASIA,"Sony Playstation 4,Xbox One",General,na,na
2018,THE COMA: RECUT,THE COMA RECUT,na,MERGE GAMES,2018,EURO,Nintendo Switch,Age Advisory,na,"‘The Coma: Recut’ is a survival-horror adventure game set in a Korean high school, and centres around the protagonist Youngho. During the final day of his school exams, Youngho falls asleep and awakes at night to find himself stranded alone in the school. He soon discovers that a psychotic killer is roaming the school halls hunting him, and must find a way to escape.

The game is classified Age Advisory (Suitable for 16 and Above).

From a side-scrolling perspective, the player will control the protagonist to explore various buildings, levels and dark hallways of the school. Youngho will use a variety of items such as a flashlight, notes and a map to aid navigation. He can pick up health- and stamina-recovery items, or purchase them from vending machines throughout the school. He will also have to avoid hazards such as poisonous tentacles and falling corpses, and must crouch and keep silent to avoid detection when the killer is in close proximity, or run away and hide when discovered. Running and performing evasive actions will gradually deplete Youngho’s stamina, which forces him to stop and rest.

The game has a supernatural horror theme and contains some disturbing and frightening scenes. The player may come across blood stains on surfaces, and encounter victims, spirits, corpses and mangled bodies with blood on their clothing. There is also depiction of violence and blood whenever the protagonist fails to avoid hazards, or is ambushed and slashed by the killer who wields a variety of blades, resulting in large blood splatters. The overall level of violence can be permitted under the Age Advisory guidelines, which state that “realistic but not excessively graphic violence with depiction of blood may be included in the gameplay”."
2018,DEAD CELLS,DEAD CELLS,na,MERGE GAMES,2018,US,"Nintendo Switch,Sony Playstation 4",Age Advisory,na,"‘Dead Cells’ is an action game that revolves around an unnamed protagonist who wakes up in a prison on an unknown island. Little is known about the protagonist and he must explore the prison in search of new abilities to protect himself.

The game is rated Age Advisory (Suitable for 16 & Above).

Over the course of the game, the player character explores a 2-dimensional world from a side-scrolling perspective to collect items and power-ups to improve his fighting capabilities. Weapons such as swords, bows, whips, grenades and turrets can be used by the protagonist to fend off zombie-like enemies. The player character can also engage enemies in melee combat by punching and kicking them.

The game contains combat sequences that depict frequent bloodshed. When enemies are defeated, they explode into a splatter of blood, with blood stains appearing on the walls and surrounding surfaces. As the depiction of violence and bloodletting occurs frequently throughout the game, it is appropriate under the Age Advisory rating where the classification guidelines permit “moderate level of violence that is realistic but not excessively graphic violence with depiction of blood”."
2018,CODE OF PRINCESS EX,CODE OF PRINCESS EX,na,NICALIS,2018,US,Nintendo Switch,General,na,na
2018,SPIDER-MAN (2018),SPIDER-MAN (2018),MARVEL'S SPIDER-MAN; MARVEL'S SPIDER-MAN GAME OF THE YEAR EDITION,SONY INTERACTIVE ENTERAINMENT INC.,2018,ASIA,Sony Playstation 4,General,na,na
2018,WWE 2K19,WWE 2K19,na,TAKE TWO ASIA PTE LTD/2K/VISUAL CONCEPTS/YUKES,2018,ASIA,"Nintendo Switch,PC,Sony Playstation 4,Xbox One",Age Advisory,na,"“WWE 2K19” is a fighting game based on the WWE wrestling franchise. Players can either choose professional wrestlers from the roster or create their own custom character with personalized appearance and moves. The aim of the game is to win matches and climb the ranks to become the top wrestler in WWE. 

This game is rated Age Advisory (Suitable for 16 & Above).

The player controls a wrestler to perform wrestling moves such as punches, kicks, throws, grapples and chokeholds to defeat their opponents. In some matches, wrestlers can use items such as ladders, sledgehammers and chairs to hit other characters. Wrestlers can also attack each other in backstage areas where they can use environmental objects to inflict injuries on their opponents, such as throwing them into fuse boxes to electrocute them. 

Over the course of the wrestling match, if blood mode is enabled, bruises and blood will appear on male wrestlers’ faces and bodies after they suffer enough damage. Blood may also stain their opponents when they come into contact during the bout. These depictions of violence are appropriate under ‘Age Advisory’ where the guidelines state that “Realistic but not excessively graphic violence with depiction of blood may be included in the gameplay”.
 
The game also contains some depictions that are mildly suggestive. For example, some of the female wrestlers are dressed in revealing outfits and strike provocative poses during sequences of their entrance towards the ring, as well as after they emerge victorious. 

In addition, there are some verbal references to violence, drug and sex, which are contained in the soundtrack."
2018,SHENMUE I & II,SHENMUE I & II,SHENMUE 1 & 2,SEGA,2018,ASIA,Sony Playstation 4,General,na,na
2018,DARK SOULS TRILOGY,DARK SOULS TRILOGY,na,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2018,ASIA,"PC,Sony Playstation 4,Xbox One",Age Advisory,na,"This compilation is rated Age Advisory, and consists of “Dark Souls Remastered”, “Dark Souls II: Scholar Of The First Sin” and “Dark Souls III: The Fire Fades Edition” which have all been rated Age Advisory. For more information on the game content, please refer to the individual games’ records in the classification database."
2018,PERSONA 5: DANCING IN STARLIGHT,PERSONA 5: DANCING IN STARLIGHT,"?????? ????, PERSONA 5: DANCING STAR NIGHT",SEGA,2018,"ASIA,JP,US","Sony Playstation 4,Sony PS Vita",General,na,na
2018,CODE: REALIZE ~FUTURE BLESSINGS~,CODE: REALIZE ~FUTURE BLESSINGS~,CODE REALIZE FUTURE BLESSINGS,AKSYS GAMES INC,2018,US,"Nintendo Switch,Sony PS Vita",General,na,na
2018,CODE: REALIZE ~BOUQUET OF RAINBOWS~,CODE: REALIZE ~BOUQUET OF RAINBOWS~,CODE REALIZE BOUQUET OF RAINBOWS,AKSYS GAMES INC,2018,US,Sony Playstation 4,General,na,na
2018,PSYCHEDELICA OF THE ASHEN HAWK,PSYCHEDELICA OF THE ASHEN HAWK,na,AKSYS GAMES INC,2018,US,Sony PS Vita,General,na,na
2018,SOUL CALIBUR VI,SOUL CALIBUR VI,"SOULCALIBUR VI, SOULCALIBUR 6, SOUL CALIBUR 6",BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2018,ASIA,"PC,Sony Playstation 4,Xbox One",Age Advisory,na,"‘Soul Calibur VI’ (Soul Calibur 6) is a fighting game where players control a fighter, chosen from a list of characters, to take part in one-on-one combat in an arena.

The game is rated Age Advisory (‘Suitable for 16 & Above’).

Players can play out different sub-stories depending on the characters that they choose. Characters use different weapons and fighting techniques (e.g. punches, kicks and grapples) to deplete opponents’ health or knock them out of the arena.

The game contains partial nudity where some female characters are depicted in revealing outfits that expose their cleavages. There is also slight jiggling of the breasts as they move about. Over the course of combat, characters may lose their armour pieces when hit by an attack. Female characters’ outfits become progressively tattered with damage, and may gradually reveal their undergarments after rounds of battling. Under Age Advisory rating “still or moving images which may be mildly suggestive may be featured, e.g. scantily-clad women in bikinis or lingerie” are permitted."
2018,HERO DEFENSE,HERO DEFENSE,na,MERGE GAMES,2018,US,Sony Playstation 4,General,na,na
2018,RUNBOW: DELUXE EDITION,RUNBOW DELUXE EDITION,na,MERGE GAMES,2018,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2018,VOSTOK INC.,VOSTOK INC.,VOSTOK INC,BADLANDGAMES,2018,EURO,"Nintendo Switch,Sony Playstation 4",General,na,na
2018,WORLD OF WARCRAFT BATTLE FOR AZEROTH,WORLD OF WARCRAFT BATTLE FOR AZEROTH,na,BLIZZARD ENTERTAINEMENT,2018,ASIA,PC,General,na,na
2019,WORMS BATTLEGROUNDS + WORMS W.M.D,WORMS BATTLEGROUNDS + WORMS W.M.D,na,TEAM 17,2019,US,"Sony Playstation 4,Xbox One",General,na,na
2019,ASTRONEER,ASTRONEER,na,GEARBOX PUBLISHING,2019,EURO,"Sony Playstation 4,Xbox One",General,na,na
2019,JUMANJI: THE VIDEO GAME,JUMANJI: THE VIDEO GAME,na,OUTRIGHT GAMES,2019,EURO,"Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2019,VR PING PONG PRO,VR PING PONG PRO,na,MERGE GAMES,2019,EURO,Sony Playstation 4,General,na,na
2019,THE UNICORN PRINCESS,THE UNICORN PRINCESS,na,BIG BEN,2019,EURO,"Nintendo Switch,Sony Playstation 4,Xbox One X",General,na,na
2019,BIOHAZARD: ORIGINS COLLECTION,BIOHAZARD: ORIGINS COLLECTION,BIOHAZARD ORIGINS COLLECTION,CAPCOM,2019,ASIA,Nintendo Switch,Advisory 16,Suitable for 16 & Above,"This compilation consists of “Biohazard Zero HD Remaster” and “Biohazard HD Remaster”. For more information on the game content, please refer to the individual games’ records in the classification database."
